Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Gonorrhea, Cum 2018†","Gonorrhea, Cum 2018†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
HAWAII,2019,25,,-,45,,,-,657,,,-,3,,19,,22,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192560
OREGON,2019,25,121,,158,,2735,,2727,,1,,6,,44,,54,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192561
WASHINGTON,2019,25,152,,244,,3745,,5567,,,-,13,,7,,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192562
US TERRITORIES,2019,25,,-,19,,166,,275,,,-,0,,,-,2,,,-,0,,,-,,-,,US TERRITORIES,20192563
AMERICAN SAMOA,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192564
NORTHERN MARIANA ISLANDS,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192565
GUAM,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192566
PUERTO RICO,2019,25,,-,19,,166,,260,,,-,0,,,-,2,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192567
U.S. VIRGIN ISLANDS,2019,25,,-,4,,,-,15,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192568
NON-US RESIDENTS,2019,25,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192569
TOTAL,2019,25,3740,,12646,,225527,,265328,,62,,234,,2856,,2929,,,-,3,,8,,24,,,TOTAL,20192570
US RESIDENTS,2019,26,3567,,12632,,235844,,276607,,59,,234,,2969,,3038,,,-,3,,8,,25,,,US RESIDENTS,20192601
NEW ENGLAND,2019,26,88,,365,,4451,,6622,,,-,9,,119,,156,,,-,1,,,-,3,,,NEW ENGLAND,20192602
CONNECTICUT,2019,26,,-,124,,,-,1412,,,-,5,,18,,33,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192603
MAINE,2019,26,1,,25,,240,,336,,,-,4,,16,,13,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192604
MASSACHUSETTS,2019,26,81,,191,,3460,,3921,,,-,6,,51,,71,,,-,0,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192605
NEW HAMPSHIRE,2019,26,4,,23,,214,,326,,,-,3,,16,,14,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192606
RHODE ISLAND,2019,26,,-,139,,505,,499,,,-,3,,11,,14,,,-,1,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20192607
VERMONT,2019,26,2,,14,,32,,128,,,-,2,,7,,11,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192608
MIDDLE ATLANTIC,2019,26,815,,1506,,30185,,28798,,16,,31,,389,,446,,,-,1,,,-,7,,,MIDDLE ATLANTIC,20192609
NEW JERSEY,2019,26,127,,239,,4660,,4050,,,-,10,,54,,103,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192610
NEW YORK,2019,26,195,,304,,5192,,5260,,8,,18,,118,,117,,,-,1,,,-,2,,"NEW YORK
(42.921241, -75.59655)",,20192611
NEW YORK CITY,2019,26,313,,687,,13246,,11858,,3,,7,,78,,81,,,-,0,,,-,2,,,NEW YORK CITY,20192612
PENNSYLVANIA,2019,26,180,,377,,7087,,7630,,5,,12,,139,,145,,,-,1,,,-,3,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192613
EAST NORTH CENTRAL,2019,26,468,,1995,,35630,,40501,,7,,35,,502,,516,,,-,2,,4,,7,,,EAST NORTH CENTRAL,20192614
ILLINOIS,2019,26,42,,599,,7866,,11758,,,-,10,,123,,131,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20192615
INDIANA,2019,26,,-,326,,4391,,5878,,,-,8,,84,,97,,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20192616
MICHIGAN,2019,26,100,,443,,7861,,7558,,,-,8,,81,,102,,,-,1,,,-,1,,"MICHIGAN
(44.874798, -85.730977)",,20192617
OHIO,2019,26,214,,593,,11666,,11667,,7,,16,,205,,133,,,-,2,,3,,1,,"OHIO
(40.415534, -82.70936)",,20192618
WISCONSIN,2019,26,112,,199,,3846,,3640,,,-,6,,9,,53,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20192619
WEST NORTH CENTRAL,2019,26,307,,912,,16698,,18009,,1,,14,,152,,203,,,-,0,,,-,1,,,WEST NORTH CENTRAL,20192620
IOWA,2019,26,,-,120,,2218,,2221,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192621
KANSAS,2019,26,38,,131,,2336,,2442,,,-,4,,3,,21,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192622
MINNESOTA,2019,26,19,,189,,2993,,3557,,,-,6,,14,,52,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192623
MISSOURI,2019,26,250,,389,,7441,,7081,,1,,7,,94,,99,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20192624
NEBRASKA,2019,26,,-,106,,567,,1369,,,-,3,,19,,13,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192625
NORTH DAKOTA,2019,26,,-,43,,572,,562,,,-,2,,9,,9,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192626
SOUTH DAKOTA,2019,26,,-,58,,571,,777,,,-,2,,13,,9,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192627
SOUTH ATLANTIC,2019,26,961,,2718,,53873,,58392,,8,,43,,704,,718,,,-,1,,1,,3,,,SOUTH ATLANTIC,20192628
DELAWARE,2019,26,,-,79,,818,,697,,,-,3,,13,,8,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192629
DISTRICT OF COLUMBIA,2019,26,20,,125,,1842,,2054,,,-,3,,5,,13,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192630
FLORIDA,2019,26,411,,774,,16528,,15551,,6,,26,,212,,198,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20192631
GEORGIA,2019,26,146,,462,,8250,,10712,,1,,11,,105,,134,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192632
MARYLAND,2019,26,12,,249,,3387,,5037,,,-,8,,74,,79,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192633
NORTH CAROLINA,2019,26,25,,550,,10544,,11348,,,-,11,,126,,109,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192634
SOUTH CAROLINA,2019,26,,-,582,,5214,,6561,,,-,8,,70,,77,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192635
VIRGINIA,2019,26,262,,356,,6577,,5918,,1,,13,,77,,70,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192636
WEST VIRGINIA,2019,26,85,,145,,713,,514,,,-,4,,22,,30,,,-,0,,,-,2,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192637
EAST SOUTH CENTRAL,2019,26,166,,2266,,18614,,19758,,1,,18,,260,,245,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20192638
ALABAMA,2019,26,,-,432,,5588,,5892,,,-,7,,63,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192639
KENTUCKY,2019,26,,-,1730,,2373,,2201,,,-,8,,56,,58,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192640
MISSISSIPPI,2019,26,88,,277,,4181,,4816,,1,,4,,37,,43,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192641
TENNESSEE,2019,26,78,,392,,6472,,6849,,,-,9,,104,,91,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192642
WEST SOUTH CENTRAL,2019,26,167,,1638,,13361,,37118,,14,,72,,407,,388,,,-,1,,2,,,-,,WEST SOUTH CENTRAL,20192643
ARKANSAS,2019,26,,-,183,,1522,,3584,,3,,8,,66,,33,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192644
AMERICAN SAMOA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20193364
LOUISIANA,2019,26,127,,294,,5661,,5738,,,-,8,,54,,47,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192645
OKLAHOMA,2019,26,40,,207,,3306,,4287,,3,,15,,55,,53,,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192646
TEXAS,2019,26,,-,1035,,2872,,23509,,8,,46,,232,,255,,,-,1,,2,,,-,"TEXAS
(31.447238, -99.317341)",,20192647
MOUNTAIN,2019,26,268,,888,,18485,,18469,,9,,20,,315,,243,,,-,1,,1,,4,,,MOUNTAIN,20192648
ARIZONA,2019,26,41,,305,,6430,,6210,,3,,9,,118,,83,,,-,1,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20192649
COLORADO,2019,26,102,,269,,4425,,4213,,4,,8,,76,,59,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20192650
IDAHO,2019,26,26,,52,,691,,471,,1,,3,,20,,11,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192651
MONTANA,2019,26,29,,35,,651,,548,,1,,3,,17,,12,,,-,0,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20192652
NEVADA,2019,26,51,,157,,2785,,3018,,,-,5,,24,,16,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192653
NEW MEXICO,2019,26,19,,135,,2189,,2461,,,-,3,,30,,31,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20192654
UTAH,2019,26,,-,81,,1177,,1417,,,-,5,,30,,29,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192655
WYOMING,2019,26,,-,16,,137,,131,,,-,1,,,-,2,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192656
PACIFIC,2019,26,327,,2214,,44547,,48940,,3,,16,,121,,123,,,-,0,,,-,,-,,PACIFIC,20192657
ALASKA,2019,26,,-,60,,765,,1121,,,-,3,,17,,20,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192658
CALIFORNIA,2019,26,200,,1775,,37177,,38553,,,-,5,,30,,23,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20192659
HAWAII,2019,26,,-,45,,,-,686,,,-,3,,19,,24,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192660
OREGON,2019,26,127,,158,,2860,,2833,,3,,6,,48,,56,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192661
WASHINGTON,2019,26,,-,244,,3745,,5747,,,-,13,,7,,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192662
US TERRITORIES,2019,26,,-,19,,176,,282,,,-,0,,,-,2,,,-,0,,,-,,-,,US TERRITORIES,20192663
AMERICAN SAMOA,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192664
NORTHERN MARIANA ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192665
GUAM,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192666
PUERTO RICO,2019,26,,-,19,,176,,266,,,-,0,,,-,2,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192667
U.S. VIRGIN ISLANDS,2019,26,,-,1,,,-,16,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192668
NON-US RESIDENTS,2019,26,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192669
TOTAL,2019,26,3567,,12646,,236022,,276889,,59,,234,,2969,,3040,,,-,3,,8,,25,,,TOTAL,20192670
US RESIDENTS,2019,27,2668,,12632,,246068,,286438,,33,,234,,3050,,3129,,,-,3,,8,,25,,,US RESIDENTS,20192701
NEW ENGLAND,2019,27,60,,365,,4567,,6879,,,-,9,,122,,162,,,-,0,,,-,3,,,NEW ENGLAND,20192702
CONNECTICUT,2019,27,,-,124,,,-,1494,,,-,5,,18,,38,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192703
MAINE,2019,27,,-,25,,244,,345,,,-,4,,16,,13,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192704
MASSACHUSETTS,2019,27,,-,191,,3460,,4067,,,-,6,,51,,71,,,-,0,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192705
NEW HAMPSHIRE,2019,27,3,,23,,220,,328,,,-,3,,17,,15,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192706
RHODE ISLAND,2019,27,56,,139,,609,,512,,,-,3,,13,,14,,,-,0,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20192707
VERMONT,2019,27,1,,14,,34,,133,,,-,2,,7,,11,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192708
MIDDLE ATLANTIC,2019,27,573,,1506,,30935,,29857,,5,,31,,402,,466,,,-,1,,,-,7,,,MIDDLE ATLANTIC,20192709
NEW JERSEY,2019,27,122,,239,,4815,,4207,,,-,10,,61,,108,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192710
NEW YORK,2019,27,143,,304,,5334,,5434,,2,,18,,120,,122,,,-,1,,,-,2,,"NEW YORK
(42.921241, -75.59655)",,20192711
NEW YORK CITY,2019,27,182,,687,,13470,,12305,,2,,7,,80,,87,,,-,0,,,-,2,,,NEW YORK CITY,20192712
PENNSYLVANIA,2019,27,126,,377,,7316,,7911,,1,,12,,141,,149,,,-,1,,,-,3,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192713
EAST NORTH CENTRAL,2019,27,464,,1995,,37497,,41910,,3,,35,,508,,528,,,-,2,,4,,7,,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,14,,599,,8030,,12151,,,-,10,,123,,133,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,53,,326,,5233,,6074,,,-,8,,85,,98,,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,93,,443,,8111,,7858,,1,,8,,85,,103,,,-,1,,,-,1,,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,224,,593,,12158,,12066,,2,,16,,206,,136,,,-,2,,3,,1,,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,80,,199,,3965,,3761,,,-,6,,9,,58,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,194,,912,,17630,,18630,,1,,14,,154,,208,,,-,0,,,-,1,,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,7,,120,,2364,,2297,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,36,,131,,2410,,2545,,,-,4,,4,,21,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,7,,189,,3471,,3667,,,-,6,,14,,54,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,144,,389,,7641,,7343,,1,,7,,95,,101,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,106,,567,,1386,,,-,3,,19,,13,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,43,,606,,588,,,-,2,,9,,9,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,58,,571,,804,,,-,2,,13,,10,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,642,,2718,,56120,,60387,,14,,43,,725,,738,,,-,1,,1,,3,,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,79,,818,,725,,,-,3,,14,,8,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,125,,1842,,2117,,,-,3,,5,,16,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,361,,774,,17139,,16088,,9,,26,,221,,202,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,462,,9026,,11071,,,-,11,,105,,136,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,9,,249,,3532,,5241,,3,,8,,79,,81,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,18,,550,,11004,,11768,,,-,11,,128,,113,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,582,,5214,,6783,,,-,8,,70,,78,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,209,,356,,6785,,6067,,2,,13,,80,,74,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,45,,145,,760,,527,,,-,4,,23,,30,,,-,0,,,-,2,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,102,,2266,,20152,,20536,,,-,18,,283,,251,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,432,,6933,,6081,,,-,7,,75,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,1730,,2373,,2323,,,-,8,,56,,60,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,34,,277,,4306,,4983,,,-,4,,37,,45,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,68,,392,,6540,,7149,,,-,9,,115,,93,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,105,,1638,,13752,,38411,,5,,72,,415,,405,,,-,1,,2,,,-,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,183,,1597,,3692,,,-,8,,66,,33,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,92,,294,,5869,,5941,,,-,8,,54,,48,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,13,,207,,3414,,4415,,4,,15,,59,,61,,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,,-,1035,,2872,,24363,,1,,46,,236,,263,,,-,1,,2,,,-,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,310,,888,,19378,,19205,,5,,20,,324,,248,,,-,1,,1,,4,,,MOUNTAIN,20192748
ARIZONA,2019,27,50,,305,,6711,,6464,,1,,9,,120,,85,,,-,1,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,120,,269,,4595,,4369,,4,,8,,80,,61,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,16,,52,,711,,492,,,-,3,,20,,11,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,17,,38,,679,,575,,,-,3,,17,,12,,,-,0,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,55,,157,,2936,,3155,,,-,5,,25,,16,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192753
NEW MEXICO,2019,27,17,,135,,2316,,2547,,,-,3,,30,,32,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,35,,72,,1285,,1469,,,-,5,,32,,29,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,16,,145,,134,,,-,1,,,-,2,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,218,,2214,,46037,,50623,,,-,16,,117,,123,,,-,0,,,-,,-,,PACIFIC,20192757
ALASKA,2019,27,,-,60,,765,,1163,,,-,3,,17,,20,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192758
CALIFORNIA,2019,27,118,,1774,,38565,,39908,,,-,5,,25,,23,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20192759
HAWAII,2019,27,,-,45,,,-,710,,,-,3,,19,,24,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192760
OREGON,2019,27,100,,158,,2962,,2916,,,-,6,,49,,56,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192761
WASHINGTON,2019,27,,-,244,,3745,,5926,,,-,13,,7,,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192762
US TERRITORIES,2019,27,3,,19,,191,,292,,,-,0,,,-,2,,,-,0,,,-,,-,,US TERRITORIES,20192763
AMERICAN SAMOA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192764
NORTHERN MARIANA ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192765
GUAM,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192766
PUERTO RICO,2019,27,3,,19,,191,,276,,,-,0,,,-,2,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,-,1,,,-,16,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,2671,,12646,,246261,,286730,,33,,234,,3050,,3131,,,-,3,,8,,25,,,TOTAL,20192770
US RESIDENTS,2019,28,3919,,12632,,257139,,298322,,42,,234,,3161,,3217,,,-,3,,8,,25,,,US RESIDENTS,20192801
NEW ENGLAND,2019,28,33,,365,,4609,,7209,,,-,9,,123,,166,,,-,0,,,-,3,,,NEW ENGLAND,20192802
CONNECTICUT,2019,28,,-,124,,,-,1583,,,-,4,,18,,39,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192803
MAINE,2019,28,,-,25,,244,,361,,,-,4,,16,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192804
MASSACHUSETTS,2019,28,,-,191,,3460,,4241,,,-,6,,51,,73,,,-,0,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192805
NEW HAMPSHIRE,2019,28,3,,23,,224,,343,,,-,3,,18,,15,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192806
RHODE ISLAND,2019,28,30,,139,,647,,544,,,-,3,,13,,14,,,-,0,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20192807
VERMONT,2019,28,,-,14,,34,,137,,,-,2,,7,,11,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192808
MIDDLE ATLANTIC,2019,28,1026,,1506,,32488,,31159,,10,,31,,419,,479,,,-,1,,,-,7,,,MIDDLE ATLANTIC,20192809
NEW JERSEY,2019,28,157,,239,,5172,,4403,,,-,10,,63,,111,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192810
NEW YORK,2019,28,221,,304,,5547,,5654,,9,,18,,128,,127,,,-,1,,,-,2,,"NEW YORK
(42.921241, -75.59655)",,20192811
NEW YORK CITY,2019,28,416,,687,,14159,,12888,,1,,7,,81,,89,,,-,0,,,-,2,,,NEW YORK CITY,20192812
PENNSYLVANIA,2019,28,232,,377,,7610,,8214,,,-,12,,147,,152,,,-,1,,,-,3,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192813
EAST NORTH CENTRAL,2019,28,605,,1995,,40313,,43649,,4,,35,,522,,543,,,-,2,,4,,7,,,EAST NORTH CENTRAL,20192814
ILLINOIS,2019,28,13,,599,,9776,,12691,,,-,10,,127,,139,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20192815
INDIANA,2019,28,73,,326,,5471,,6317,,,-,8,,86,,99,,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20192816
MICHIGAN,2019,28,127,,443,,8310,,8168,,,-,8,,90,,105,,,-,1,,,-,1,,"MICHIGAN
(44.874798, -85.730977)",,20192817
OHIO,2019,28,289,,593,,12654,,12543,,4,,16,,210,,139,,,-,2,,3,,1,,"OHIO
(40.415534, -82.70936)",,20192818
WISCONSIN,2019,28,103,,199,,4102,,3930,,,-,6,,9,,61,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20192819
